"pathway","NES","padj","permutation","n_overlap_with_biologic","dropped_ids"
"HALLMARK_INFLAMMATORY_RESPONSE",-1.70964754744415,0.000245665230844275,44,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AD-6964/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-RU-A8FL"
"HALLMARK_COMPLEMENT",-1.5070304382653,0.0113892386867196,44,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AD-6964/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-1.52652037579355,0.0180285628018624,44,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AD-6964/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-RU-A8FL"
"HALLMARK_MYC_TARGETS_V1",-1.38888403308238,0.0230269899675503,44,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AD-6964/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-RU-A8FL"
"HALLMARK_ALLOGRAFT_REJECTION",-1.39594068189301,0.0337455663024945,44,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AD-6964/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-RU-A8FL"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.17634044865351,0.281171615826523,44,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AD-6964/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-2.35467718667095,4.08129971674165e-11,45,4,"TCGA-5M-AAT6/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4684/TCGA-CI-6620/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",2.14173618123508,1.05668414013637e-05,45,4,"TCGA-5M-AAT6/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4684/TCGA-CI-6620/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_ALLOGRAFT_REJECTION",-1.95463088316875,1.19993233334852e-05,45,4,"TCGA-5M-AAT6/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4684/TCGA-CI-6620/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-1.97217653850033,0.000181066907746821,45,4,"TCGA-5M-AAT6/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4684/TCGA-CI-6620/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_COMPLEMENT",-1.51052749884855,0.00608113530147217,45,4,"TCGA-5M-AAT6/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4684/TCGA-CI-6620/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_INFLAMMATORY_RESPONSE",-1.49942696465598,0.0098177813874827,45,4,"TCGA-5M-AAT6/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4684/TCGA-CI-6620/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_G2M_CHECKPOINT",-1.34611444957064,0.0328950407215759,45,4,"TCGA-5M-AAT6/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4684/TCGA-CI-6620/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_MYC_TARGETS_V1",0.773482214502538,0.991709183673469,45,4,"TCGA-5M-AAT6/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4684/TCGA-CI-6620/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_E2F_TARGETS",-0.764339569466251,0.993827160493827,45,4,"TCGA-5M-AAT6/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4684/TCGA-CI-6620/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_E2F_TARGETS",-2.98597899974244,6.97738653901528e-25,46,4,"TCGA-AA-3680/TCGA-AA-3972/TCGA-AD-6964/TCGA-AG-A016/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-2.75122465720578,1.55534779413733e-19,46,4,"TCGA-AA-3680/TCGA-AA-3972/TCGA-AD-6964/TCGA-AG-A016/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_G2M_CHECKPOINT",-2.64084414426262,1.48065558981997e-16,46,4,"TCGA-AA-3680/TCGA-AA-3972/TCGA-AD-6964/TCGA-AG-A016/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_MYC_TARGETS_V1",-2.60186321545814,2.0297706554407e-16,46,4,"TCGA-AA-3680/TCGA-AA-3972/TCGA-AD-6964/TCGA-AG-A016/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-2.57556647225441,4.8344756286209e-11,46,4,"TCGA-AA-3680/TCGA-AA-3972/TCGA-AD-6964/TCGA-AG-A016/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_ALLOGRAFT_REJECTION",-1.95865128493154,8.42231726724277e-07,46,4,"TCGA-AA-3680/TCGA-AA-3972/TCGA-AD-6964/TCGA-AG-A016/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_INFLAMMATORY_RESPONSE",-1.66542011664212,0.000106997037027472,46,4,"TCGA-AA-3680/TCGA-AA-3972/TCGA-AD-6964/TCGA-AG-A016/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_COMPLEMENT",-1.40786190429633,0.0225980866146836,46,4,"TCGA-AA-3680/TCGA-AA-3972/TCGA-AD-6964/TCGA-AG-A016/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.09805062461408,0.42050537100042,46,4,"TCGA-AA-3680/TCGA-AA-3972/TCGA-AD-6964/TCGA-AG-A016/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_G2M_CHECKPOINT",-1.72529664690414,0.000268619419659236,47,3,"TCGA-5M-AAT6/TCGA-AA-3844/TCGA-AA-3930/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-NH-A6GB"
"HALLMARK_E2F_TARGETS",-1.33836990543638,0.0475662628010644,47,3,"TCGA-5M-AAT6/TCGA-AA-3844/TCGA-AA-3930/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-NH-A6GB"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.53078098388268,0.061431836349745,47,3,"TCGA-5M-AAT6/TCGA-AA-3844/TCGA-AA-3930/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-NH-A6GB"
"HALLMARK_COMPLEMENT",-1.28286409909066,0.120139307213776,47,3,"TCGA-5M-AAT6/TCGA-AA-3844/TCGA-AA-3930/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-NH-A6GB"
"HALLMARK_MYC_TARGETS_V1",1.29701705596237,0.131032976632453,47,3,"TCGA-5M-AAT6/TCGA-AA-3844/TCGA-AA-3930/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-NH-A6GB"
"HALLMARK_INFLAMMATORY_RESPONSE",-1.07996757069832,0.448006057546694,47,3,"TCGA-5M-AAT6/TCGA-AA-3844/TCGA-AA-3930/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",1.07071552894821,0.49618320610687,47,3,"TCGA-5M-AAT6/TCGA-AA-3844/TCGA-AA-3930/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-1.01659384739952,0.580658783783784,47,3,"TCGA-5M-AAT6/TCGA-AA-3844/TCGA-AA-3930/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-NH-A6GB"
"HALLMARK_ALLOGRAFT_REJECTION",-0.838750108730609,0.96301775147929,47,3,"TCGA-5M-AAT6/TCGA-AA-3844/TCGA-AA-3930/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-NH-A6GB"
"HALLMARK_E2F_TARGETS",-2.13049406408213,4.92756856533953e-08,48,2,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_G2M_CHECKPOINT",-2.06986061731054,1.15380635920193e-07,48,2,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-2.05152120810129,3.5982374168535e-07,48,2,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",2.05015738453219,3.40272007117716e-05,48,2,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-1.73546929174923,0.00334121697565725,48,2,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_ALLOGRAFT_REJECTION",-1.37237872233807,0.028007162678242,48,2,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_COMPLEMENT",-1.39838925916957,0.028007162678242,48,2,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_INFLAMMATORY_RESPONSE",-1.15590484079428,0.247371675943105,48,2,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_MYC_TARGETS_V1",0.731708263577263,1,48,2,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_ALLOGRAFT_REJECTION",-2.77529182248425,3.43583416944105e-17,49,5,"TCGA-AA-3844/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-A016/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GA"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-2.31202287020507,8.03590165746798e-11,49,5,"TCGA-AA-3844/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-A016/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GA"
"HALLMARK_G2M_CHECKPOINT",-2.09886992679147,2.76922154781918e-08,49,5,"TCGA-AA-3844/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-A016/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GA"
"HALLMARK_E2F_TARGETS",-2.09081629330082,3.12798051267257e-08,49,5,"TCGA-AA-3844/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-A016/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GA"
"HALLMARK_COMPLEMENT",-1.92968499084331,9.26639131644364e-06,49,5,"TCGA-AA-3844/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-A016/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GA"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",2.11695042138164,1.49418789709402e-05,49,5,"TCGA-AA-3844/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-A016/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GA"
"HALLMARK_INFLAMMATORY_RESPONSE",-1.8278768380828,2.45044162375985e-05,49,5,"TCGA-AA-3844/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-A016/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GA"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-1.51583769462584,0.0136121321655424,49,5,"TCGA-AA-3844/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-A016/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GA"
"HALLMARK_MYC_TARGETS_V1",-1.27067495240278,0.0431959422305319,49,5,"TCGA-AA-3844/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-A016/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GA"
"HALLMARK_G2M_CHECKPOINT",-2.31776136054108,8.28376166251621e-11,50,5,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AG-A016/TCGA-AZ-4682/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_E2F_TARGETS",-1.97692343441999,4.66354923458348e-07,50,5,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AG-A016/TCGA-AZ-4682/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-1.70499210072203,0.000463560670654569,50,5,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AG-A016/TCGA-AZ-4682/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-1.54223824097897,0.0273398567510564,50,5,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AG-A016/TCGA-AZ-4682/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_ALLOGRAFT_REJECTION",-1.35195899005019,0.0443281653355297,50,5,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AG-A016/TCGA-AZ-4682/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.46164866173425,0.0757559946120549,50,5,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AG-A016/TCGA-AZ-4682/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_INFLAMMATORY_RESPONSE",-1.16347999595111,0.192596655491132,50,5,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AG-A016/TCGA-AZ-4682/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_COMPLEMENT",-1.21237759409295,0.204280170834249,50,5,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AG-A016/TCGA-AZ-4682/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_MYC_TARGETS_V1",-0.869715973166704,0.968553459119497,50,5,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AG-A016/TCGA-AZ-4682/TCGA-F5-6702/TCGA-RU-A8FL"
